2020-11-16 18:24:12 DEBUG MainApplication:10 - Application is started ... !
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:25 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:25 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:26 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:26 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:27 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:27 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:28 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:28 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:28 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:25:02 DEBUG MainApplication:10 - Application is started ... !
2020-11-16 18:25:02 DEBUG WriteFileThread:19 - Thread Number Producer is started !
2020-11-16 18:25:03 DEBUG WriteFileThread:19 - Thread Number Writer is started !
2020-11-16 18:25:06 DEBUG WriteFileThread:43 - Thread Number Producer is stopped !
2020-11-16 18:25:06 DEBUG WriteFileThread:43 - Thread Number Writer is stopped !
2020-11-16 21:11:45 DEBUG MainApplication:10 - Application is started ... !
2020-11-16 21:11:45 DEBUG WriteFileThread:19 - Thread Number Producer is started !
2020-11-16 21:11:45 DEBUG WriteFileThread:19 - Thread Number Writer is started !
2020-11-16 21:12:08 DEBUG WriteFileThread:43 - Thread Number Producer is stopped !
2020-11-16 21:12:08 DEBUG WriteFileThread:43 - Thread Number Writer is stopped !
2020-11-16 21:12:22 DEBUG MainApplication:10 - Application is started ... !
2020-11-16 21:12:22 DEBUG WriteFileThread:19 - Thread Number Producer is started !
2020-11-16 21:12:22 DEBUG WriteFileThread:19 - Thread Number Writer is started !
2020-11-16 21:12:28 DEBUG WriteFileThread:43 - Thread Number Producer is stopped !
2020-11-16 21:12:28 DEBUG WriteFileThread:43 - Thread Number Writer is stopped !
